"Step","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: NP15__MAX"
"82","52.09690475463867","52.09690475463867","52.09690475463867","40.78916549682617","40.78916549682617","40.78916549682617","48.8625373840332","48.8625373840332","48.8625373840332","46.9903564453125","46.9903564453125","46.9903564453125","40.05915069580078","40.05915069580078","40.05915069580078","41.61000061035156","41.61000061035156","41.61000061035156"
"83","49.039756774902344","49.039756774902344","49.039756774902344","38.44695281982422","38.44695281982422","38.44695281982422","57.35745620727539","57.35745620727539","57.35745620727539","48.158485412597656","48.158485412597656","48.158485412597656","42.33102798461914","42.33102798461914","42.33102798461914","40.97999954223633","40.97999954223633","40.97999954223633"
"84","41.46323776245117","41.46323776245117","41.46323776245117","35.90541458129883","35.90541458129883","35.90541458129883","49.64433288574219","49.64433288574219","49.64433288574219","35.65821075439453","35.65821075439453","35.65821075439453","40.38868713378906","40.38868713378906","40.38868713378906","40.61000061035156","40.61000061035156","40.61000061035156"
"85","37.25225067138672","37.25225067138672","37.25225067138672","35.53959655761719","35.53959655761719","35.53959655761719","41.06664276123047","41.06664276123047","41.06664276123047","30.570451736450195","30.570451736450195","30.570451736450195","38.52657699584961","38.52657699584961","38.52657699584961","35.349998474121094","35.349998474121094","35.349998474121094"
"86","35.292659759521484","35.292659759521484","35.292659759521484","36.97761535644531","36.97761535644531","36.97761535644531","37.68743896484375","37.68743896484375","37.68743896484375","30.072574615478516","30.072574615478516","30.072574615478516","37.45659255981445","37.45659255981445","37.45659255981445","33.849998474121094","33.849998474121094","33.849998474121094"
"87","36.863128662109375","36.863128662109375","36.863128662109375","39.101776123046875","39.101776123046875","39.101776123046875","36.63223648071289","36.63223648071289","36.63223648071289","30.957317352294922","30.957317352294922","30.957317352294922","35.95683670043945","35.95683670043945","35.95683670043945","33.119998931884766","33.119998931884766","33.119998931884766"
"88","42.913387298583984","42.913387298583984","42.913387298583984","42.5190315246582","42.5190315246582","42.5190315246582","38.739566802978516","38.739566802978516","38.739566802978516","34.44747543334961","34.44747543334961","34.44747543334961","36.80603790283203","36.80603790283203","36.80603790283203","27.68000030517578","27.68000030517578","27.68000030517578"
"89","43.989925384521484","43.989925384521484","43.989925384521484","34.04777145385742","34.04777145385742","34.04777145385742","33.4438362121582","33.4438362121582","33.4438362121582","29.43221664428711","29.43221664428711","29.43221664428711","33.98796463012695","33.98796463012695","33.98796463012695","31.200000762939453","31.200000762939453","31.200000762939453"
"90","50.62547302246094","50.62547302246094","50.62547302246094","29.806888580322266","29.806888580322266","29.806888580322266","30.404430389404297","30.404430389404297","30.404430389404297","29.131874084472656","29.131874084472656","29.131874084472656","33.86216354370117","33.86216354370117","33.86216354370117","29.260000228881836","29.260000228881836","29.260000228881836"
"91","41.5643196105957","41.5643196105957","41.5643196105957","28.3210391998291","28.3210391998291","28.3210391998291","31.42644691467285","31.42644691467285","31.42644691467285","31.668350219726562","31.668350219726562","31.668350219726562","33.82731628417969","33.82731628417969","33.82731628417969","28.3700008392334","28.3700008392334","28.3700008392334"
"92","32.644798278808594","32.644798278808594","32.644798278808594","26.95661735534668","26.95661735534668","26.95661735534668","32.65217590332031","32.65217590332031","32.65217590332031","31.929241180419922","31.929241180419922","31.929241180419922","34.47584533691406","34.47584533691406","34.47584533691406","29.229999542236328","29.229999542236328","29.229999542236328"
"93","28.38516616821289","28.38516616821289","28.38516616821289","27.37737274169922","27.37737274169922","27.37737274169922","33.70172882080078","33.70172882080078","33.70172882080078","28.51792335510254","28.51792335510254","28.51792335510254","34.66545486450195","34.66545486450195","34.66545486450195","31.979999542236328","31.979999542236328","31.979999542236328"
"94","26.003799438476562","26.003799438476562","26.003799438476562","29.222267150878906","29.222267150878906","29.222267150878906","32.76663589477539","32.76663589477539","32.76663589477539","25.11587142944336","25.11587142944336","25.11587142944336","33.76479721069336","33.76479721069336","33.76479721069336","35.27000045776367","35.27000045776367","35.27000045776367"
"95","24.662670135498047","24.662670135498047","24.662670135498047","30.18031120300293","30.18031120300293","30.18031120300293","28.988292694091797","28.988292694091797","28.988292694091797","22.989810943603516","22.989810943603516","22.989810943603516","32.02096176147461","32.02096176147461","32.02096176147461","37.75","37.75","37.75"
"96","28.54158592224121","28.54158592224121","28.54158592224121","27.241994857788086","27.241994857788086","27.241994857788086","35.03015899658203","35.03015899658203","35.03015899658203","26.353500366210938","26.353500366210938","26.353500366210938","29.190404891967773","29.190404891967773","29.190404891967773","42.709999084472656","42.709999084472656","42.709999084472656"
"97","27.648452758789062","27.648452758789062","27.648452758789062","26.438627243041992","26.438627243041992","26.438627243041992","30.010223388671875","30.010223388671875","30.010223388671875","24.877037048339844","24.877037048339844","24.877037048339844","26.65287971496582","26.65287971496582","26.65287971496582","37.599998474121094","37.599998474121094","37.599998474121094"
"98","27.215255737304688","27.215255737304688","27.215255737304688","25.739574432373047","25.739574432373047","25.739574432373047","27.02051544189453","27.02051544189453","27.02051544189453","24.054445266723633","24.054445266723633","24.054445266723633","25.578044891357422","25.578044891357422","25.578044891357422","36.119998931884766","36.119998931884766","36.119998931884766"
"99","27.435619354248047","27.435619354248047","27.435619354248047","24.973289489746094","24.973289489746094","24.973289489746094","25.454265594482422","25.454265594482422","25.454265594482422","24.003307342529297","24.003307342529297","24.003307342529297","25.265352249145508","25.265352249145508","25.265352249145508","40.779998779296875","40.779998779296875","40.779998779296875"
"100","29.529855728149414","29.529855728149414","29.529855728149414","26.704158782958984","26.704158782958984","26.704158782958984","26.40277099609375","26.40277099609375","26.40277099609375","25.258840560913086","25.258840560913086","25.258840560913086","26.109848022460938","26.109848022460938","26.109848022460938","31.170000076293945","31.170000076293945","31.170000076293945"
"101","30.392189025878906","30.392189025878906","30.392189025878906","29.57344627380371","29.57344627380371","29.57344627380371","28.289573669433594","28.289573669433594","28.289573669433594","26.609909057617188","26.609909057617188","26.609909057617188","27.972713470458984","27.972713470458984","27.972713470458984","27.8799991607666","27.8799991607666","27.8799991607666"
"102","31.394214630126953","31.394214630126953","31.394214630126953","31.760141372680664","31.760141372680664","31.760141372680664","29.84842300415039","29.84842300415039","29.84842300415039","28.476276397705078","28.476276397705078","28.476276397705078","29.610763549804688","29.610763549804688","29.610763549804688","26.770000457763672","26.770000457763672","26.770000457763672"
"103","31.432941436767578","31.432941436767578","31.432941436767578","33.279319763183594","33.279319763183594","33.279319763183594","31.235010147094727","31.235010147094727","31.235010147094727","29.980609893798828","29.980609893798828","29.980609893798828","31.125829696655273","31.125829696655273","31.125829696655273","26.969999313354492","26.969999313354492","26.969999313354492"
"104","32.90884017944336","32.90884017944336","32.90884017944336","35.97362518310547","35.97362518310547","35.97362518310547","32.286048889160156","32.286048889160156","32.286048889160156","31.716726303100586","31.716726303100586","31.716726303100586","31.996938705444336","31.996938705444336","31.996938705444336","26.40999984741211","26.40999984741211","26.40999984741211"
"105","33.032779693603516","33.032779693603516","33.032779693603516","37.957679748535156","37.957679748535156","37.957679748535156","33.93207550048828","33.93207550048828","33.93207550048828","33.4688835144043","33.4688835144043","33.4688835144043","32.83424758911133","32.83424758911133","32.83424758911133","26.440000534057617","26.440000534057617","26.440000534057617"
"106","34.67096710205078","34.67096710205078","34.67096710205078","44.1982421875","44.1982421875","44.1982421875","36.2381591796875","36.2381591796875","36.2381591796875","39.75909423828125","39.75909423828125","39.75909423828125","33.3274040222168","33.3274040222168","33.3274040222168","28.09000015258789","28.09000015258789","28.09000015258789"
"107","36.5398063659668","36.5398063659668","36.5398063659668","45.17680358886719","45.17680358886719","45.17680358886719","36.6952018737793","36.6952018737793","36.6952018737793","40.56656265258789","40.56656265258789","40.56656265258789","34.05918502807617","34.05918502807617","34.05918502807617","31.899999618530273","31.899999618530273","31.899999618530273"
"108","36.750022888183594","36.750022888183594","36.750022888183594","43.72435760498047","43.72435760498047","43.72435760498047","37.17829132080078","37.17829132080078","37.17829132080078","41.36699295043945","41.36699295043945","41.36699295043945","35.58641052246094","35.58641052246094","35.58641052246094","27.719999313354492","27.719999313354492","27.719999313354492"
"109","38.91649627685547","38.91649627685547","38.91649627685547","41.52873229980469","41.52873229980469","41.52873229980469","36.193634033203125","36.193634033203125","36.193634033203125","37.737396240234375","37.737396240234375","37.737396240234375","36.325477600097656","36.325477600097656","36.325477600097656","30.829999923706055","30.829999923706055","30.829999923706055"
"110","38.4057731628418","38.4057731628418","38.4057731628418","37.98933410644531","37.98933410644531","37.98933410644531","33.70673370361328","33.70673370361328","33.70673370361328","33.51909255981445","33.51909255981445","33.51909255981445","35.38861846923828","35.38861846923828","35.38861846923828","30.450000762939453","30.450000762939453","30.450000762939453"
"111","35.01567840576172","35.01567840576172","35.01567840576172","36.89414978027344","36.89414978027344","36.89414978027344","35.27124786376953","35.27124786376953","35.27124786376953","29.73933219909668","29.73933219909668","29.73933219909668","31.15879249572754","31.15879249572754","31.15879249572754","32.470001220703125","32.470001220703125","32.470001220703125"
"112","30.086545944213867","30.086545944213867","30.086545944213867","33.47303009033203","33.47303009033203","33.47303009033203","31.3773193359375","31.3773193359375","31.3773193359375","28.86614227294922","28.86614227294922","28.86614227294922","28.826208114624023","28.826208114624023","28.826208114624023","30.6299991607666","30.6299991607666","30.6299991607666"
"113","29.25080108642578","29.25080108642578","29.25080108642578","35.19938659667969","35.19938659667969","35.19938659667969","31.754074096679688","31.754074096679688","31.754074096679688","28.925809860229492","28.925809860229492","28.925809860229492","28.978641510009766","28.978641510009766","28.978641510009766","28.850000381469727","28.850000381469727","28.850000381469727"
"114","27.949867248535156","27.949867248535156","27.949867248535156","32.961700439453125","32.961700439453125","32.961700439453125","29.52645492553711","29.52645492553711","29.52645492553711","26.30030059814453","26.30030059814453","26.30030059814453","27.641483306884766","27.641483306884766","27.641483306884766","27","27","27"
"115","28.395797729492188","28.395797729492188","28.395797729492188","32.90978240966797","32.90978240966797","32.90978240966797","29.07740020751953","29.07740020751953","29.07740020751953","25.831439971923828","25.831439971923828","25.831439971923828","27.186870574951172","27.186870574951172","27.186870574951172","29.770000457763672","29.770000457763672","29.770000457763672"
"116","29.106428146362305","29.106428146362305","29.106428146362305","36.366233825683594","36.366233825683594","36.366233825683594","30.123640060424805","30.123640060424805","30.123640060424805","27.27935028076172","27.27935028076172","27.27935028076172","27.351993560791016","27.351993560791016","27.351993560791016","30.780000686645508","30.780000686645508","30.780000686645508"
"117","29.00834083557129","29.00834083557129","29.00834083557129","42.50764465332031","42.50764465332031","42.50764465332031","31.90433120727539","31.90433120727539","31.90433120727539","29.844026565551758","29.844026565551758","29.844026565551758","27.522470474243164","27.522470474243164","27.522470474243164","29.68000030517578","29.68000030517578","29.68000030517578"
"118","28.73516273498535","28.73516273498535","28.73516273498535","42.45845031738281","42.45845031738281","42.45845031738281","32.46009826660156","32.46009826660156","32.46009826660156","29.926950454711914","29.926950454711914","29.926950454711914","27.639522552490234","27.639522552490234","27.639522552490234","27.350000381469727","27.350000381469727","27.350000381469727"
"119","28.15655517578125","28.15655517578125","28.15655517578125","37.32566833496094","37.32566833496094","37.32566833496094","29.636144638061523","29.636144638061523","29.636144638061523","27.389022827148438","27.389022827148438","27.389022827148438","26.767488479614258","26.767488479614258","26.767488479614258","36.290000915527344","36.290000915527344","36.290000915527344"
"120","26.60541534423828","26.60541534423828","26.60541534423828","29.12733268737793","29.12733268737793","29.12733268737793","26.58209800720215","26.58209800720215","26.58209800720215","26.776325225830078","26.776325225830078","26.776325225830078","29.30948257446289","29.30948257446289","29.30948257446289","33.70000076293945","33.70000076293945","33.70000076293945"
"121","26.016828536987305","26.016828536987305","26.016828536987305","28.500890731811523","28.500890731811523","28.500890731811523","24.71358871459961","24.71358871459961","24.71358871459961","26.683351516723633","26.683351516723633","26.683351516723633","28.235279083251953","28.235279083251953","28.235279083251953","35.150001525878906","35.150001525878906","35.150001525878906"
"122","26.344783782958984","26.344783782958984","26.344783782958984","29.43549156188965","29.43549156188965","29.43549156188965","25.860107421875","25.860107421875","25.860107421875","27.63182830810547","27.63182830810547","27.63182830810547","28.272598266601562","28.272598266601562","28.272598266601562","29.040000915527344","29.040000915527344","29.040000915527344"
"123","26.738479614257812","26.738479614257812","26.738479614257812","31.114673614501953","31.114673614501953","31.114673614501953","28.445783615112305","28.445783615112305","28.445783615112305","28.43570327758789","28.43570327758789","28.43570327758789","29.069286346435547","29.069286346435547","29.069286346435547","25.860000610351562","25.860000610351562","25.860000610351562"
"124","28.376232147216797","28.376232147216797","28.376232147216797","32.919456481933594","32.919456481933594","32.919456481933594","32.01345443725586","32.01345443725586","32.01345443725586","29.239761352539062","29.239761352539062","29.239761352539062","30.01622772216797","30.01622772216797","30.01622772216797","26.6200008392334","26.6200008392334","26.6200008392334"
"125","31.48861312866211","31.48861312866211","31.48861312866211","37.28141784667969","37.28141784667969","37.28141784667969","37.549354553222656","37.549354553222656","37.549354553222656","36.5803108215332","36.5803108215332","36.5803108215332","30.897705078125","30.897705078125","30.897705078125","39.900001525878906","39.900001525878906","39.900001525878906"
"126","35.04695510864258","35.04695510864258","35.04695510864258","39.18189239501953","39.18189239501953","39.18189239501953","49.41898727416992","49.41898727416992","49.41898727416992","55.485538482666016","55.485538482666016","55.485538482666016","34.12971115112305","34.12971115112305","34.12971115112305","34.54999923706055","34.54999923706055","34.54999923706055"
"127","36.72671127319336","36.72671127319336","36.72671127319336","39.042518615722656","39.042518615722656","39.042518615722656","55.106040954589844","55.106040954589844","55.106040954589844","58.6170768737793","58.6170768737793","58.6170768737793","35.09242630004883","35.09242630004883","35.09242630004883","29.639999389648438","29.639999389648438","29.639999389648438"
"128","33.663536071777344","33.663536071777344","33.663536071777344","37.523841857910156","37.523841857910156","37.523841857910156","43.47559356689453","43.47559356689453","43.47559356689453","44.60198211669922","44.60198211669922","44.60198211669922","34.03061294555664","34.03061294555664","34.03061294555664","27.229999542236328","27.229999542236328","27.229999542236328"
"129","31.849592208862305","31.849592208862305","31.849592208862305","36.84795379638672","36.84795379638672","36.84795379638672","37.2489013671875","37.2489013671875","37.2489013671875","38.097007751464844","38.097007751464844","38.097007751464844","32.75702667236328","32.75702667236328","32.75702667236328","27.690000534057617","27.690000534057617","27.690000534057617"
"130","32.16646957397461","32.16646957397461","32.16646957397461","40.660560607910156","40.660560607910156","40.660560607910156","34.056793212890625","34.056793212890625","34.056793212890625","34.54369354248047","34.54369354248047","34.54369354248047","30.294708251953125","30.294708251953125","30.294708251953125","27.15999984741211","27.15999984741211","27.15999984741211"
"131","30.943225860595703","30.943225860595703","30.943225860595703","37.394004821777344","37.394004821777344","37.394004821777344","31.4934024810791","31.4934024810791","31.4934024810791","32.19207000732422","32.19207000732422","32.19207000732422","29.332382202148438","29.332382202148438","29.332382202148438","27.09000015258789","27.09000015258789","27.09000015258789"
"132","28.743412017822266","28.743412017822266","28.743412017822266","31.198699951171875","31.198699951171875","31.198699951171875","28.826967239379883","28.826967239379883","28.826967239379883","28.84915542602539","28.84915542602539","28.84915542602539","28.481300354003906","28.481300354003906","28.481300354003906","26.559999465942383","26.559999465942383","26.559999465942383"
"133","27.530147552490234","27.530147552490234","27.530147552490234","29.51512336730957","29.51512336730957","29.51512336730957","27.53333282470703","27.53333282470703","27.53333282470703","26.771093368530273","26.771093368530273","26.771093368530273","28.761764526367188","28.761764526367188","28.761764526367188","26.829999923706055","26.829999923706055","26.829999923706055"
"134","28.2211856842041","28.2211856842041","28.2211856842041","29.459379196166992","29.459379196166992","29.459379196166992","27.14744758605957","27.14744758605957","27.14744758605957","26.430538177490234","26.430538177490234","26.430538177490234","30.033809661865234","30.033809661865234","30.033809661865234","26.649999618530273","26.649999618530273","26.649999618530273"
"135","29.548675537109375","29.548675537109375","29.548675537109375","29.832517623901367","29.832517623901367","29.832517623901367","27.529340744018555","27.529340744018555","27.529340744018555","26.727630615234375","26.727630615234375","26.727630615234375","31.908641815185547","31.908641815185547","31.908641815185547","26.43000030517578","26.43000030517578","26.43000030517578"
"136","29.825551986694336","29.825551986694336","29.825551986694336","30.229310989379883","30.229310989379883","30.229310989379883","28.269609451293945","28.269609451293945","28.269609451293945","26.66978645324707","26.66978645324707","26.66978645324707","31.519554138183594","31.519554138183594","31.519554138183594","28.219999313354492","28.219999313354492","28.219999313354492"
"137","29.46794891357422","29.46794891357422","29.46794891357422","30.256975173950195","30.256975173950195","30.256975173950195","29.633121490478516","29.633121490478516","29.633121490478516","26.44160270690918","26.44160270690918","26.44160270690918","31.533939361572266","31.533939361572266","31.533939361572266","27.65999984741211","27.65999984741211","27.65999984741211"
"138","28.629253387451172","28.629253387451172","28.629253387451172","30.16998863220215","30.16998863220215","30.16998863220215","29.11913299560547","29.11913299560547","29.11913299560547","26.169286727905273","26.169286727905273","26.169286727905273","29.855552673339844","29.855552673339844","29.855552673339844","25.719999313354492","25.719999313354492","25.719999313354492"
"139","27.75666046142578","27.75666046142578","27.75666046142578","29.0045108795166","29.0045108795166","29.0045108795166","27.362449645996094","27.362449645996094","27.362449645996094","26.201261520385742","26.201261520385742","26.201261520385742","28.51065444946289","28.51065444946289","28.51065444946289","21.979999542236328","21.979999542236328","21.979999542236328"
"140","28.674846649169922","28.674846649169922","28.674846649169922","29.458587646484375","29.458587646484375","29.458587646484375","27.53590202331543","27.53590202331543","27.53590202331543","27.330629348754883","27.330629348754883","27.330629348754883","28.279308319091797","28.279308319091797","28.279308319091797","20.020000457763672","20.020000457763672","20.020000457763672"
"141","29.262882232666016","29.262882232666016","29.262882232666016","30.51492691040039","30.51492691040039","30.51492691040039","28.347064971923828","28.347064971923828","28.347064971923828","27.85286521911621","27.85286521911621","27.85286521911621","29.313369750976562","29.313369750976562","29.313369750976562","15.869999885559082","15.869999885559082","15.869999885559082"
"142","33.35206985473633","33.35206985473633","33.35206985473633","32.29306411743164","32.29306411743164","32.29306411743164","30.6729679107666","30.6729679107666","30.6729679107666","28.850908279418945","28.850908279418945","28.850908279418945","29.86132049560547","29.86132049560547","29.86132049560547","13.289999961853027","13.289999961853027","13.289999961853027"
"143","39.31432342529297","39.31432342529297","39.31432342529297","34.57066345214844","34.57066345214844","34.57066345214844","32.58698654174805","32.58698654174805","32.58698654174805","31.281435012817383","31.281435012817383","31.281435012817383","30.281982421875","30.281982421875","30.281982421875","5.630000114440918","5.630000114440918","5.630000114440918"
"144","26.523658752441406","26.523658752441406","26.523658752441406","24.93988037109375","24.93988037109375","24.93988037109375","27.874408721923828","27.874408721923828","27.874408721923828","30.570846557617188","30.570846557617188","30.570846557617188","27.13459014892578","27.13459014892578","27.13459014892578","11.539999961853027","11.539999961853027","11.539999961853027"
"145","29.96799087524414","29.96799087524414","29.96799087524414","25.448331832885742","25.448331832885742","25.448331832885742","28.393537521362305","28.393537521362305","28.393537521362305","34.06134796142578","34.06134796142578","34.06134796142578","27.94674301147461","27.94674301147461","27.94674301147461","11.5600004196167","11.5600004196167","11.5600004196167"
"146","33.466922760009766","33.466922760009766","33.466922760009766","26.473886489868164","26.473886489868164","26.473886489868164","29.15680503845215","29.15680503845215","29.15680503845215","32.397098541259766","32.397098541259766","32.397098541259766","27.789180755615234","27.789180755615234","27.789180755615234","9.75","9.75","9.75"
"147","31.61260414123535","31.61260414123535","31.61260414123535","32.17866134643555","32.17866134643555","32.17866134643555","29.497961044311523","29.497961044311523","29.497961044311523","31.892614364624023","31.892614364624023","31.892614364624023","29.58016586303711","29.58016586303711","29.58016586303711","32.18000030517578","32.18000030517578","32.18000030517578"
"148","34.21108627319336","34.21108627319336","34.21108627319336","33.167510986328125","33.167510986328125","33.167510986328125","31.112171173095703","31.112171173095703","31.112171173095703","31.497745513916016","31.497745513916016","31.497745513916016","32.997535705566406","32.997535705566406","32.997535705566406","35.70000076293945","35.70000076293945","35.70000076293945"
"149","34.33632278442383","34.33632278442383","34.33632278442383","32.65785217285156","32.65785217285156","32.65785217285156","31.190345764160156","31.190345764160156","31.190345764160156","31.821657180786133","31.821657180786133","31.821657180786133","33.24876403808594","33.24876403808594","33.24876403808594","33.56999969482422","33.56999969482422","33.56999969482422"
"150","32.811004638671875","32.811004638671875","32.811004638671875","30.169946670532227","30.169946670532227","30.169946670532227","29.843006134033203","29.843006134033203","29.843006134033203","30.475358963012695","30.475358963012695","30.475358963012695","31.361114501953125","31.361114501953125","31.361114501953125","32.34000015258789","32.34000015258789","32.34000015258789"
"151","29.884931564331055","29.884931564331055","29.884931564331055","28.367948532104492","28.367948532104492","28.367948532104492","28.400741577148438","28.400741577148438","28.400741577148438","29.178852081298828","29.178852081298828","29.178852081298828","28.895614624023438","28.895614624023438","28.895614624023438","35.869998931884766","35.869998931884766","35.869998931884766"
"152","27.92250633239746","27.92250633239746","27.92250633239746","27.429826736450195","27.429826736450195","27.429826736450195","27.855087280273438","27.855087280273438","27.855087280273438","28.696956634521484","28.696956634521484","28.696956634521484","27.86114501953125","27.86114501953125","27.86114501953125","27.790000915527344","27.790000915527344","27.790000915527344"
"153","26.265783309936523","26.265783309936523","26.265783309936523","26.404142379760742","26.404142379760742","26.404142379760742","27.914541244506836","27.914541244506836","27.914541244506836","28.64137077331543","28.64137077331543","28.64137077331543","27.216487884521484","27.216487884521484","27.216487884521484","25.729999542236328","25.729999542236328","25.729999542236328"
"154","25.581707000732422","25.581707000732422","25.581707000732422","25.315900802612305","25.315900802612305","25.315900802612305","28.25499153137207","28.25499153137207","28.25499153137207","28.592571258544922","28.592571258544922","28.592571258544922","26.916580200195312","26.916580200195312","26.916580200195312","26.739999771118164","26.739999771118164","26.739999771118164"
"155","24.7315616607666","24.7315616607666","24.7315616607666","24.499542236328125","24.499542236328125","24.499542236328125","27.700464248657227","27.700464248657227","27.700464248657227","28.888416290283203","28.888416290283203","28.888416290283203","25.842586517333984","25.842586517333984","25.842586517333984","26.850000381469727","26.850000381469727","26.850000381469727"
"156","24.774560928344727","24.774560928344727","24.774560928344727","24.583471298217773","24.583471298217773","24.583471298217773","27.63912582397461","27.63912582397461","27.63912582397461","28.830957412719727","28.830957412719727","28.830957412719727","26.24469757080078","26.24469757080078","26.24469757080078","27.579999923706055","27.579999923706055","27.579999923706055"
"157","24.682395935058594","24.682395935058594","24.682395935058594","25.000913619995117","25.000913619995117","25.000913619995117","28.62425422668457","28.62425422668457","28.62425422668457","28.359285354614258","28.359285354614258","28.359285354614258","27.417644500732422","27.417644500732422","27.417644500732422","29","29","29"
"158","25.10301971435547","25.10301971435547","25.10301971435547","26.658479690551758","26.658479690551758","26.658479690551758","28.887365341186523","28.887365341186523","28.887365341186523","27.81034278869629","27.81034278869629","27.81034278869629","27.77529525756836","27.77529525756836","27.77529525756836","29.270000457763672","29.270000457763672","29.270000457763672"
"159","25.254138946533203","25.254138946533203","25.254138946533203","27.72056770324707","27.72056770324707","27.72056770324707","30.305774688720703","30.305774688720703","30.305774688720703","27.10517692565918","27.10517692565918","27.10517692565918","31.431407928466797","31.431407928466797","31.431407928466797","27.979999542236328","27.979999542236328","27.979999542236328"
"160","24.298904418945312","24.298904418945312","24.298904418945312","26.245832443237305","26.245832443237305","26.245832443237305","27.923675537109375","27.923675537109375","27.923675537109375","25.095760345458984","25.095760345458984","25.095760345458984","31.095245361328125","31.095245361328125","31.095245361328125","28.450000762939453","28.450000762939453","28.450000762939453"
"161","22.888412475585938","22.888412475585938","22.888412475585938","23.681102752685547","23.681102752685547","23.681102752685547","24.968429565429688","24.968429565429688","24.968429565429688","24.380117416381836","24.380117416381836","24.380117416381836","26.888195037841797","26.888195037841797","26.888195037841797","22.440000534057617","22.440000534057617","22.440000534057617"
"162","22.575687408447266","22.575687408447266","22.575687408447266","21.91875648498535","21.91875648498535","21.91875648498535","23.86669158935547","23.86669158935547","23.86669158935547","22.99419593811035","22.99419593811035","22.99419593811035","25.18667221069336","25.18667221069336","25.18667221069336","17.450000762939453","17.450000762939453","17.450000762939453"
"163","22.552764892578125","22.552764892578125","22.552764892578125","24.39039421081543","24.39039421081543","24.39039421081543","23.52619171142578","23.52619171142578","23.52619171142578","23.008663177490234","23.008663177490234","23.008663177490234","23.734474182128906","23.734474182128906","23.734474182128906","17.389999389648438","17.389999389648438","17.389999389648438"
"164","23.027250289916992","23.027250289916992","23.027250289916992","29.27858543395996","29.27858543395996","29.27858543395996","26.34139060974121","26.34139060974121","26.34139060974121","24.52473258972168","24.52473258972168","24.52473258972168","25.01700210571289","25.01700210571289","25.01700210571289","16.5","16.5","16.5"
"165","23.35359764099121","23.35359764099121","23.35359764099121","32.835140228271484","32.835140228271484","32.835140228271484","30.090885162353516","30.090885162353516","30.090885162353516","26.447315216064453","26.447315216064453","26.447315216064453","29.54128646850586","29.54128646850586","29.54128646850586","14.59000015258789","14.59000015258789","14.59000015258789"
"166","25.502796173095703","25.502796173095703","25.502796173095703","32.11534118652344","32.11534118652344","32.11534118652344","31.828107833862305","31.828107833862305","31.828107833862305","28.033790588378906","28.033790588378906","28.033790588378906","34.16456604003906","34.16456604003906","34.16456604003906","12.09000015258789","12.09000015258789","12.09000015258789"
"167","29.179655075073242","29.179655075073242","29.179655075073242","31.893491744995117","31.893491744995117","31.893491744995117","32.577327728271484","32.577327728271484","32.577327728271484","28.33493995666504","28.33493995666504","28.33493995666504","33.98403549194336","33.98403549194336","33.98403549194336","8.75","8.75","8.75"